ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
50090,SONOMA VALLEY HOSPITAL,SONOMA,CA,95476.0,SONOMA,7079355106.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,CA_SCIP-INF-1
250149,NEWTON REGIONAL HOSPITAL,NEWTON,MS,39345.0,NEWTON,6016832031.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MS_AMI-7A
140002,ALTON MEMORIAL HOSPITAL,ALTON,IL,62002.0,MADISON,6184637300.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IL_HF-4
110198,NORTH FULTON REGIONAL HOSPITAL,ROSWELL,GA,30076.0,FULTON,7707512500.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,GA_AMI-8A
50573,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,92270.0,RIVERSIDE,7603403911.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,CA_HF-4
230259,CHELSEA COMMUNITY HOSPITAL,CHELSEA,MI,48118.0,WASHTENAW,7344753911.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,MI_SCIP-INF-4
50747,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,CA,92704.0,ORANGE,7147545454.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),CA_SCIP-INF-3
100142,JACKSON HOSPITAL,MARIANNA,FL,32446.0,JACKSON,8507182620.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,FL_SCIP-CARD-2
260052,ST JOHNS MERCY HOSPITAL,WASHINGTON,MO,63090.0,FRANKLIN,6362398000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,MO_AMI-2
31302,NORTHERN COCHISE COMMUNITY HOSPITAL,WILLCOX,AZ,85643.0,COCHISE,5203843541.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AZ_AMI-8A
170104,SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KS,66204.0,JOHNSON,9136762151.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,KS_HF-4
220066,MERCY MEDICAL CENTER,SPRINGFIELD,MA,1104.0,HAMPDEN,4137489000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,MA_SCIP-INF-4
110089,COFFEE REGIONAL MEDICAL CENTER,DOUGLAS,GA,31533.0,COFFEE,2293841900.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,GA_SCIP-VTE-2
30115,MARIAS MEDICAL CENTER,PHOENIX,AZ,85037.0,MARICOPA,6233274000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AZ_PN-4
140166,ST MARYS HOSPITAL,DECATUR,IL,62521.0,MACON,2174647000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IL_AMI-8A
100154,SOUTH MIAMI HOSPITAL,MIAMI,FL,33143.0,MIAMI-DADE,7866624000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,CA_SCIP-INF-4
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,31029.0,MONROE,4789942521.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,GA_AMI-8A
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,81501.0,MESA,9702566201.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,CO_SCIP-INF-4
50390,HEMET VALLEY MEDICAL CENTER,HEMET,CA,92543.0,RIVERSIDE,9516522811.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,CA_AMI-7A
280040,THE NEBRASKA METHODIST HOSPITAL,OMAHA,NE,68114.0,DOUGLAS,4023904000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,NE_SCIP-INF-1
190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301.0,LAFOURCHE,9854475500.0,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,LA_HF-4
220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,1757.0,WORCESTER,5084731190.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MA_PN-5C
70019,MILFORD HOSPITAL; INC,MILFORD,CT,6460.0,NEW HAVEN,2038764000.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CT_AMI-5
230208,CARSON CITY HOSPITAL,CARSON CITY,MI,48811.0,MONTCALM,9895843131.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MI_AMI-8A
110006,ST MARY'S HOSPITAL,ATHENS,GA,30606.0,CLARKE,7063893930.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,GA_HF-2
150090,ST MARGARET MERCY HEALTHCARE CENTERS,DYER,IN,46311.0,LAKE,2198652141.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IN_HF-4
150149,WOMEN'S HOSPITAL THE,NEWBURGH,IN,47630.0,WARRICK,8128424200.0,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IN_HF-2
70005,WATERBURY HOSPITAL,WATERBURY,CT,6721.0,NEW HAVEN,2035736000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,CT_SCIP-INF-2
250042,NW MISSISSIPPI REGIONAL MED CENTER,CLARKSDALE,MS,38614.0,COAHOMA,6626273211.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,MS_SCIP-VTE-1
271328,MARIAS MEDICAL CENTER,SHELBY,MT,59474.0,TOOLE,4064343200.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,MT_AMI-5
50717,LAC/RANCHO LOS AMIGOS NATIONAL MED CTR,DOWNEY,CA,90242.0,ORANGE,5624017022.0,Acute Care Hospitals,Government - Local,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,CA_PN-3B
50454,UCSF MEDICAL CENTER,SAN FRANCISCO,CA,94143.0,SAN FRANCISCO,4153532733.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,CA_AMI-7A
140164,MEMORIAL HOSPITAL OF CARBONDALE,CARBONDALE,IL,62902.0,JACKSON,6185490721.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IL_SCIP-INF-6
150153,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290.0,HAMILTON,3175835000.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IN_SCIP-INF-6
10090,PROVIDENCE HOSPITAL,MOBILE,AL,36608.0,MOBILE,2516331000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2
241344,LIFECARE MEDICAL CENTER,ROSEAU,MN,56751.0,ROSEAU,2184632500.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,MN_SCIP-CARD-2
240052,LAKE REGION HEALTHCARE CORPORATION,FERGUS FALLS,MN,56537.0,OTTER TAIL,2187368000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MN_AMI-7A
140179,LITTLE COMPANY OF MARY HOSPITAL,EVERGREEN PARK,IL,60805.0,COOK,7084226200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,IL_AMI-2
271344,SIDNEY HEALTH CENTER,SIDNEY,MT,59270.0,RICHLAND,4064882100.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MT_AMI-4
50024,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950.0,SAN DIEGO,6194704321.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),CA_PN-6
110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,31793.0,TIFT,2293827120.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,GA_HF-4
50575,TRI-CITY REGIONAL MEDICAL CENTER,HAWAIIAN GARDENS,CA,90716.0,LOS ANGELES,5628600401.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,CA_PN-5C
161301,BELMOND MEDICAL CENTER,BELMOND,IA,50421.0,WRIGHT,6414443223.0,Critical Access Hospitals,Government - Local,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),IA_AMI-3
220065,NOBLE HOSPITAL,WESTFIELD,MA,1085.0,HAMPDEN,4135682811.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),MA_HF-3
150002,METHODIST HOSPITALS; INC,GARY,IN,46402.0,LAKE,2198864601.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,IN_PN-2
50393,DOWNEY REGIONAL MEDICAL CENTER,DOWNEY,CA,90241.0,LOS ANGELES,5269045000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CA_AMI-5
171381,MEMORIAL HOSPITAL,ABILENE,KS,67410.0,DICKINSON,6202636610.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,KS_SCIP-VTE-2
150150,DUPONT HOSPITAL LLC,FORT WAYNE,IN,46825.0,ALLEN,2604163023.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,IN_SCIP-VTE-2
180049,PATTIE A CLAY REGIONAL MEDICAL CENTER,RICHMOND,KY,92411.0,MADISON,8596233131.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,KY_AMI-2
61327,SOUTHWEST MEMORIAL HOSPITAL,CORTEZ,CO,81321.0,MONTEZUMA,9705656666.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),CO_PN-6
50133,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,CA,95901.0,YUBA,5307494300.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,CA_PN-4
100051,SOUTH LAKE HOSPITAL,CLERMONT,FL,34711.0,LAKE,3523944071.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),FL_HF-3
110073,DORMINY MEDICAL CENTER,FITZGERALD,GA,31750.0,BEN HILL,2294247100.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MI_HF-3
180009,KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,KY,41101.0,BOYD,6063274000.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,KY_SCIP-INF-2
50298,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,92311.0,SAN BERNARDINO,7602561761.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
150021,PARKVIEW HOSPITAL,FORT WAYNE,IN,46805.0,EAST BATON ROUGE,2603734000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,IN_AMI-1
250061,YALOBUSHA GENERAL HOSPITAL,WATER VALLEY,MS,38965.0,YALOBUSHA,6624731411.0,Acute Care Hospitals,Government - Local,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,MS_SCIP-INF-1
261317,ST JOHNS HOSPITAL - CASSVILLE,CASSVILLE,MO,65625.0,BARRY,4178476065.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,xepbwoppmhoqvurrwywlpdqduqmhxjzuavcfjrsmjgagtpgzuwqfbbevccengazkugphxgtqfpalyyvaelkbeyhmbqegyhuckqmxziceuytuhcyzbnfpryxbpavgtoworulbtpzlzldxbsrzzojdvhzgrvzxfzkbylugjldxlgjurazavuvddzhasgfij,MO_SCIP-CARD-2
150090,ST MARGARET MERCY HEALTHCARE CENTERS,DYER,IN,46311.0,LAKE,2198652141.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IN_SCIP-INF-6
210055,LAUREL REGIONAL MEDICAL CENTER,LAUREL,MD,20707.0,PRINCE GEORGES,3017254300.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MD_SCIP-INF-2
230059,SAINT MARY'S HEALTH CARE,GRAND RAPIDS,MI,49503.0,KENT,6166855000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MI_SCIP-INF-6
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,SALIDA,CO,81201.0,CHAFFEE,7195302200.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),CO_SCIP-INF-6
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,95540.0,HUMBOLDT,7074458121.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Pneumonia Patients Assessed and Given Influenza Vaccination,CA_HF-4
60020,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,81003.0,PUEBLO,7195844000.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,CO_AMI-2
50136,PETALUMA VALLEY HOSPITAL,PETALUMA,CA,94954.0,SONOMA,7077782631.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,CA_AMI-7A
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,41056.0,MASON,6067595311.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,KY_AMI-8A
240056,PROVENA - SAINT JOSEPH HOSPITAL,ELGIN,IL,60123.0,KANE,8476953200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IL_SCIP-INF-6
151322,PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,47586.0,PERRY,8125477011.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IN_SCIP-INF-3
170013,HAYS MEDICAL CENTER,HAYS,KS,67601.0,ELLIS,7856235000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,KS_SCIP-CARD-2
50708,FRESNO SURGICAL HOSPITAL,FRESNO,CA,93710.0,FRESNO,5594318000.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,CA_PN-4
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,CROW AGENCY,MT,59022.0,BIG HORN,4066382626.0,Critical Access Hospitals,Government - Federal,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,MT_PN-7
171318,SEDAN CITY HOSPITAL,SEDAN,KS,67361.0,CHAUTAUQUA,6207253115.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,KS_HF-2
50193,SOUTH COAST MEDICAL CENTER,LAGUNA BEACH,CA,92677.0,ORANGE,9494997193.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,CA_SCIP-INF-4
110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,30117.0,CARROLL,7708369580.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,GA_SCIP-CARD-2
51324,NORTHERN INYO HOSPITAL,BISHOP,CA,93514.0,INYO,7608735811.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,CA_PN-7
