City,ZipCode,State,PhoneNumber,MeasureCode,MeasureName,Stateavg,ProviderNumber,HospitalName,Condition
MOBILE,36617,AL,2514717110,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,Heart Failure
MOBILE,36617,AL,2514717110,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,Heart Failure
MOBILE,36617,AL,2514717110,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,Pneumonia
MOBILE,36617,AL,2514717110,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,Pneumonia
PRATTVILLE,36067,AL,3343614267,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Attack
PRATTVILLE,36067,AL,3343614267,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Failure
PRATTVILLE,36067,AL,3343614267,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Failure
PRATTVILLE,36067,AL,3343614267,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Failure
PRATTVILLE,36067,AL,3343614267,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10108,PRATTVILLE BAPTIST HOSPITAL,Heart Failure
PRATTVILLE,36067,AL,3343614267,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10108,PRATTVILLE BAPTIST HOSPITAL,Pneumonia
PRATTVILLE,36067,AL,3343614267,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10108,PRATTVILLE BAPTIST HOSPITAL,Surgical Infection Prevention
PRATTVILLE,36067,AL,3343614267,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10108,PRATTVILLE BAPTIST HOSPITAL,Surgical Infection Prevention
PRATTVILLE,36067,AL,3343614267,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10108,PRATTVILLE BAPTIST HOSPITAL,Surgical Infection Prevention
PRATTVILLE,36067,AL,3343614267,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10108,PRATTVILLE BAPTIST HOSPITAL,Surgical Infection Prevention
RUSSELLVILLE,35653,AL,2563321611,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10158,RUSSELLVILLE HOSPITAL,Surgical Infection Prevention
RUSSELLVILLE,35653,AL,2563321611,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10158,RUSSELLVILLE HOSPITAL,Surgical Infection Prevention
SYLACAUGA,35150,AL,2562495000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10164,COOSA VALLEY MEDICAL CENTER,Heart Attack
SYLACAUGA,35150,AL,2562495000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10164,COOSA VALLEY MEDICAL CENTER,Heart Failure
SYLACAUGA,35150,AL,2562495000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10164,COOSA VALLEY MEDICAL CENTER,Heart Failure
SYLACAUGA,35150,AL,2562495000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10164,COOSA VALLEY MEDICAL CENTER,Heart Failure
SYLACAUGA,35150,AL,2562495000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10164,COOSA VALLEY MEDICAL CENTER,Heart Failure
SYLACAUGA,35150,AL,2562495000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10164,COOSA VALLEY MEDICAL CENTER,Pneumonia
SYLACAUGA,35150,AL,2562495000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10164,COOSA VALLEY MEDICAL CENTER,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,HF-1,Heart Failure Patients Given Discharge Instructions,AK_HF-1,20017,ALASKA REGIONAL HOSPITAL,Heart Failure
ANCHORAGE,99508,AK,9072761131,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AK_HF-2,20017,ALASKA REGIONAL HOSPITAL,Heart Failure
ANCHORAGE,99508,AK,9072761131,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AK_HF-3,20017,ALASKA REGIONAL HOSPITAL,Heart Failure
ANCHORAGE,99508,AK,9072761131,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AK_HF-4,20017,ALASKA REGIONAL HOSPITAL,Heart Failure
ANCHORAGE,99508,AK,9072761131,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AK_PN-2,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AK_PN-3B,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AK_PN-4,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AK_PN-5C,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AK_PN-6,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AK_PN-7,20017,ALASKA REGIONAL HOSPITAL,Pneumonia
ANCHORAGE,99508,AK,9072761131,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AK_SCIP-CARD-2,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AK_SCIP-INF-1,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AK_SCIP-INF-2,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AK_SCIP-INF-3,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AK_SCIP-INF-4,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AK_SCIP-INF-6,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AK_SCIP-VTE-1,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
ANCHORAGE,99508,AK,9072761131,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AK_SCIP-VTE-2,20017,ALASKA REGIONAL HOSPITAL,Surgical Infection Prevention
BETHEL,99559,AK,9075436300,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AK_AMI-1,20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,Heart Attack
BETHEL,99559,AK,9075436300,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AK_AMI-2,20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,Heart Attack
SHEFFIELD,35660,AL,2563864556,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10019,HELEN KELLER MEMORIAL HOSPITAL,Pneumonia
SHEFFIELD,35660,AL,2563864556,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
SHEFFIELD,35660,AL,2563864556,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10019,HELEN KELLER MEMORIAL HOSPITAL,Surgical Infection Prevention
OZARK,36360,AL,3347742601,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10021,DALE MEDICAL CENTER,Heart Attack
OZARK,36360,AL,3347742601,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10021,DALE MEDICAL CENTER,Heart Failure
OZARK,36360,AL,3347742601,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10021,DALE MEDICAL CENTER,Heart Failure
OZARK,36360,AL,3347742601,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10021,DALE MEDICAL CENTER,Heart Failure
OZARK,36360,AL,3347742601,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10021,DALE MEDICAL CENTER,Heart Failure
OZARK,36360,AL,3347742601,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10021,DALE MEDICAL CENTER,Pneumonia
OZARK,36360,AL,3347742601,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
OZARK,36360,AL,3347742601,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10021,DALE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10022,CHEROKEE MEDICAL CENTER,Heart Attack
CENTRE,35960,AL,2569275531,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10022,CHEROKEE MEDICAL CENTER,Heart Attack
